ref,word,sourceid,synset_id,gloss,alternate_words
cgaaz7t7hn_hiya.mp4,perimeter,102,104821910,the size of something as given by the distance around it,"circumference, perimeter"
tm0wic8pmt_hiya.mp4,perinatal,4,300134634,"occurring during the period around birth (5 months before and 1 month after); ""perinatal mortality""; ""perinatal care""",perinatal
nqs6kpaqfo_hiya.mp4,period,76,114257468,"an amount of time; ""a time period of 30 years""; ""hastened the period of time of his recovery""; ""Picasso''s blue period""","era, period, period_of_time, time, time_period"
bqudu9ncvu_hiya.mp4,period,4,106423505,"a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations; ""in England they call a period a stop""","full_point, full_stop, period, point, stop"
9gfi6ib1st_hiya.mp4,period mark,76,,,
xdms9nis0q_hiya.mp4,period of a function,4,,,
bfn35ujwbe_hiya.mp4,periodic function,102,,,
3fddiygrgp_hiya.mp4,periodically,4,400215819,"in a sporadic manner; ""he only works sporadically""","periodically, sporadically"
6rfl9fuije_hiya.mp4,periodontal,4,302776052,"of or relating to or involving or practicing periodontics; ""periodontal disease""","periodontal, periodontic"
oj8516wkia_hiya.mp4,periodontist,4,109741316,a dentist specializing in diseases of the gums and other structure surrounding the teeth,periodontist
aeykdy8abi_hiya.mp4,periosteum,4,105020446,a dense fibrous membrane covering the surface of bones (except at their extremities) and serving as an attachment for tendons and muscles; contains nerves and blood vessels that nourish the enclosed bone,periosteum
qyl6xlrlod_hiya.mp4,peripheral,4,300327151,"on or near an edge or constituting an outer boundary; the outer area; ""Russia''s peripheral provinces""; ""peripheral suburbs""",peripheral
0qnvfxoue9_hiya.mp4,periphrases,4,,,
inkpipr3ok_hiya.mp4,periscope,4,103769321,an optical instrument that provides a view of an otherwise obstructed field,periscope
oycwmuhvph_hiya.mp4,perishable,4,301698326,"liable to perish; subject to destruction or death or decay; ""this minute and perishable planet""; ""perishable foods such as butter and fruit""",perishable
lmsufvev7l_hiya.mp4,peristalsis,4,112770441,the process of wave-like muscle contractions of the alimentary tract that moves food along,"peristalsis, vermiculation"
3rrdcxnwvr_hiya.mp4,perjure,4,200807511,knowingly tell an untruth in a legal court and render oneself guilty of perjury,perjure
fofpkdtrfc_hiya.mp4,perjurer,4,109741640,a person who deliberately gives false testimony,"false_witness, perjurer"
3q6leynitb_hiya.mp4,perjury,21,100723175,criminal offense of making false statements under oath,"bearing_false_witness, lying_under_oath, perjury"
ju8ki83nbh_hiya.mp4,perm,4,104957802,a series of waves in the hair made by applying heat and chemicals,"perm, permanent, permanent_wave"
w5dmfwligh_hiya.mp4,permafrost,4,108801358,ground that is permanently frozen,permafrost
cdp5qboz6k_hiya.mp4,permanent,104,301699292,"continuing or enduring without marked change in status or condition or place; ""permanent secretary to the president""; ""permanent address""; ""literature of permanent value""","lasting, permanent"
daffwr08vd_hiya.mp4,permeability,4,104689000,the property of something that can be pervaded by a liquid (as by osmosis or diffusion),"permeability, permeableness"
7tedfzn8xp_hiya.mp4,permeation,4,100046802,mutual penetration; diffusion of each through the other,"interpenetration, permeation"
7fv4pz7grn_hiya.mp4,permissible,4,301705284,"that may be permitted especially as according to rule; ""permissible behavior in school""; ""a permissible tax deduction""",permissible
2usqc9f180_hiya.mp4,permissive,4,301707065,"granting or inclined or able to grant permission; not strict in discipline; ""direct primary legislation is largely permissive rather than prescriptive""; ""permissive parents""",permissive
qpchfqf1of_hiya.mp4,permit,104,202350232,"make it possible through a specific action or lack of action for something to happen; ""This permits the water to rush in""; ""This sealed door won''t allow the water come into the basement""; ""This will permit the rain to run off""","allow, let, permit"
0yookjpdej_hiya.mp4,permutation,102,100381644,"complete change in character or condition; ""the permutations...taking place in the physical world""- Henry Miller",permutation
rilop0ltsr_hiya.mp4,permutation,4,106988661,"an event in which one thing is substituted for another; ""the replacement of lost blood by a transfusion of donor blood""","permutation, replacement, substitution, switch, transposition"
ijzlrfm9da_hiya.mp4,peroration,4,106002107,"(rhetoric) the concluding section of an oration; ""he summarized his main points in his peroration""",peroration
7w3yqvvbvc_hiya.mp4,perpendicular,4,113084788,a straight line at right angles to another line,perpendicular
ri2lqabffu_hiya.mp4,perpendicular lines,102,,,
kvijjtcvch_hiya.mp4,perpetrate,4,202505717,"perform an act, usually with a negative connotation; ""perpetrate a crime""; ""pull a bank robbery""","commit, perpetrate, pull"
lv0ob0kwxs_hiya.mp4,perpetrator,4,109741899,someone who perpetrates wrongdoing,"culprit, perpetrator"
raxkizsqyz_hiya.mp4,perpetual,4,301699805,"continuing forever or indefinitely; ""the ageless themes of love and revenge""; ""eternal truths""; ""life everlasting""; ""hell''s perpetual fires""; ""the unending bliss of heaven""","ageless, eternal, everlasting, perpetual, unceasing, unending"
iop3oyhgha_hiya.mp4,perpetuate,4,202569643,"cause to continue or prevail; ""perpetuate a myth""",perpetuate
j8btpc5lrx_hiya.mp4,perplexed,104,301709714,"full or difficulty or confusion or bewilderment; ""perplexed language""; ""perplexed state of the world""",perplexed
r0iaeq2m1a_hiya.mp4,persecute,4,202508537,"cause to suffer; ""Jews were persecuted in the former Soviet Union""","oppress, persecute"
jhfq0sd7ft_hiya.mp4,"persecute, persecution",68,,,
e0enk4modb_hiya.mp4,persecutor,4,110017390,someone who torments,"persecutor, tormenter, tormentor"
8laq1tmfu6_hiya.mp4,persistent,76,300565871,"never-ceasing; ""the relentless beat of the drums""","persistent, relentless, unrelenting"
xmy54nccej_hiya.mp4,person,76,100006026,"a human being; ""there was too much for one person to do""","human, individual, mortal, person, somebody, someone, soul"
ieiroapczt_hiya.mp4,person (philosophical context only),107,100006026,"a human being; ""there was too much for one person to do""","human, individual, mortal, person, somebody, someone, soul"
pvwtfjx6sh_hiya.mp4,persona,4,104484894,"(Jungian psychology) a personal facade that one presents to the world; ""a public image is as fragile as Humpty Dumpty""","image, persona"
99ugltwnxs_hiya.mp4,personage,4,109742412,"another word for person; a person not meriting identification; ""a strange personage appeared at the door""",personage
lpkrweo7uo_hiya.mp4,personal,4,301711364,"concerning or affecting a particular person or his or her private life and personality; ""a personal favor""; ""for your personal use""; ""personal papers""; ""I have something personal to tell you""; ""a personal God""; ""he has his personal bank account and she ha",personal
tiqdwdmbrk_hiya.mp4,personal foul,76,100721967,a foul that involves unnecessarily rough contact (as in basketball or football),personal_foul
xde1wqmzoh_hiya.mp4,personal identity,107,104438786,"the distinct personality of an individual regarded as a persisting entity; ""you can lose your identity when you join the army""","identity, individuality, personal_identity"
n8cpmqwwmt_hiya.mp4,personal identity (through time),107,104438786,"the distinct personality of an individual regarded as a persisting entity; ""you can lose your identity when you join the army""","identity, individuality, personal_identity"
vb3mmrqlha_hiya.mp4,personalise,4,200376189,"make personal or more personal; ""personalized service""","individualise, individualize, personalise, personalize"
ppcnefxqgc_hiya.mp4,personalities,4,104438278,"the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual; ""their different reactions reflected their very different personalities""; ""it is his nature to help others""",personality
ic0lonzlco_hiya.mp4,personality,104,104438278,"the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual; ""their different reactions reflected their very different personalities""; ""it is his nature to help others""",personality
tmvyioxa5y_hiya.mp4,personals,4,301711364,"concerning or affecting a particular person or his or her private life and personality; ""a personal favor""; ""for your personal use""; ""personal papers""; ""I have something personal to tell you""; ""a personal God""; ""he has his personal bank account and she ha",personal
ztskzkqobw_hiya.mp4,personification,4,109742831,"a person who represents an abstract quality; ""she is the personification of optimism""",personification
gbzxehchhc_hiya.mp4,personnel,4,107710741,"group of people willing to obey orders; ""a public force is necessary to give security to the rights of citizens""","force, personnel"
2n6jvxgdxa_hiya.mp4,perspective,4,105831732,"a way of regarding situations or topics etc.; ""consider what follows from the positivist view""","perspective, position, view"
zwwacqh0ba_hiya.mp4,perspective,4,105336536,a system of assumptions and standards that sanction behavior and give it meaning,frame_of_reference
e0taadgqa2_hiya.mp4,perspiration,4,105096534,"salty fluid secreted by sweat glands; ""sweat poured off his brow""","perspiration, sudor, sweat"
6u5hsdoygl_hiya.mp4,perspire,78,200065374,"excrete perspiration through the pores in the skin; ""Exercise makes one sweat""","perspire, sudate, sweat"
w8ctc1otwb_hiya.mp4,perspiry,4,,,
xmgc33udix_hiya.mp4,persuadable,4,302281014,being susceptible to persuasion,"convincible, persuadable, persuasible, suasible"
qeczizdeb3_hiya.mp4,persuasive writing,70,,,
ftjkeyfocp_hiya.mp4,pertinence,4,113015909,relevance by virtue of being applicable to the matter at hand,"applicability, pertinence, pertinency"
jjvqzqavrv_hiya.mp4,pertussis,4,113338868,a disease of the respiratory mucous membrane,"pertussis, whooping_cough"
eqqqawmhdf_hiya.mp4,peru,73,108422360,a republic in western South America; achieved independence from Spain in 1821; was the heart of the Inca empire from the 12th to 16th centuries,"Peru, Republic_of_Peru"
tjylezlwck_hiya.mp4,pervade,4,201191815,"spread or diffuse through; ""An atmosphere of distrust has permeated this administration""; ""music penetrated the entire building""","diffuse, imbue, interpenetrate, penetrate, permeate, pervade"
gsmyoqdzfh_hiya.mp4,perverse,4,301758972,"marked by a disposition to oppose and contradict; ""took perverse satisfaction in foiling her plans""",perverse
bhegfwgssd_hiya.mp4,peskier,4,,,
dr9jpe0tgi_hiya.mp4,peskily,4,,,
fobfr00hvu_hiya.mp4,pessimistic,76,301614267,expecting the worst in this worst of all possible worlds,pessimistic
wuh7shlche_hiya.mp4,pest,4,109744288,a persistently annoying person,"blighter, cuss, gadfly, pest, pesterer"
f95p9gz7sq_hiya.mp4,pesticide,4,114129538,a chemical used to kill pests (as rodents or insects),pesticide
tokfjqtved_hiya.mp4,pestilence,4,105364479,a pernicious evil influence,pestilence
s9bb8lz7tz_hiya.mp4,pet,104,101245685,a domesticated animal kept for companionship or amusement,pet
5lydqasrby_hiya.mp4,pet peeve,78,106768571,"an opportunity for complaint that is seldom missed; ""grammatical mistakes are his pet peeve""",pet_peeve
mx2rayvj0v_hiya.mp4,petal,70,110944579,part of the perianth that is usually brightly colored,"flower_petal, petal"
nx87zsxrag_hiya.mp4,peter,4,105210322,obscene terms for penis,"cock, dick, pecker, peter, prick, putz, shaft, tool"
k5bx13rmta_hiya.mp4,petite,4,301344334,"very small; ""diminutive in stature""; ""a lilliputian chest of drawers""; ""her petite figure""; ""tiny feet""; ""the flyspeck nation of Bahrain moved toward democracy""","bantam, diminutive, flyspeck, lilliputian, midget, petite, tiny"
b1iok17k8e_hiya.mp4,petition,4,106111184,a formal message requesting something that is submitted to an authority,"petition, postulation, request"
zpm71wmcdx_hiya.mp4,petitioner,4,109976587,someone who petitions a court for redress of a grievance or recovery of a right,"petitioner, suer"
9qppo232dz_hiya.mp4,petrifaction,4,108801875,a rock created by petrifaction; an organic object infiltrated with mineral matter and preserved in its original form,petrifaction
ifzm4i6xah_hiya.mp4,petroleum,4,114129884,a dark oil consisting mainly of hydrocarbons,"crude, crude_oil, fossil_oil, petroleum, rock_oil"
vygxnxf0g9_hiya.mp4,petrologist,4,,,
ypkiy9i5v9_hiya.mp4,petticoat,4,103772858,undergarment worn under a skirt,"half-slip, petticoat, underskirt"
nabvxjrc9s_hiya.mp4,pettily,4,400425540,in a petty way,pettily
vul95crxif_hiya.mp4,petulance,4,107086709,an irritable petulant feeling,"choler, crossness, fretfulness, fussiness, irritability, peevishness, petulance"
w4icviiuab_hiya.mp4,ph,4,104769072,(chemistry) p(otential of) H(ydrogen); the logarithm of the reciprocal of hydrogen-ion concentration in gram atoms per liter; provides a measure on a scale from 0 to 14 of the acidity or alkalinity of a solution (where 7 is neutral and greater than 7 is a,"pH, pH_scale"
qcvnjoxfus_hiya.mp4,phagocyte,4,105137530,a cell that engulfs and digests debris and invading microorganisms,"phagocyte, scavenger_cell"
bhwvnibzcd_hiya.mp4,pharaoh,22,109745629,the title of the ancient Egyptian kings,"Pharaoh, Pharaoh_of_Egypt"
qiikulxul5_hiya.mp4,pharisee,4,109745759,a member of an ancient Jewish sect noted for strict obedience to Jewish traditions,Pharisee
wahhavrjtn_hiya.mp4,pharmacist,4,109746009,a health professional trained in the art of preparing and dispensing drugs,"apothecary, chemist, druggist, pharmacist, pill_pusher, pill_roller"
zoi31glybr_hiya.mp4,pharmacology,4,105696845,the science or study of drugs: their preparation and properties and uses and effects,"materia_medica, pharmacological_medicine, pharmacology"
npcdvdtsur_hiya.mp4,pharmacy,104,103131240,a retail shop where medicine and other articles are sold,"apothecary's_shop, chemist's, chemist's_shop, drugstore, pharmacy"
jfc4wmzw7j_hiya.mp4,pharyngeal pouches,4,,,
ndut4q7aeb_hiya.mp4,phase,4,114425301,"any distinct time period in a sequence of events; ""we are in a transitional stage in which many former ideas must be revised or rejected""","phase, stage"
xpstwjnlk7_hiya.mp4,phase out,4,201596165,terminate gradually,phase_out
unh2x75fwk_hiya.mp4,phase shift,4,,,
21ipk4wfhb_hiya.mp4,phat,4,,,
yo4totg3k2_hiya.mp4,pheasant,4,101722458,large long-tailed gallinaceous bird native to the Old World but introduced elsewhere,pheasant
glm0awbs1x_hiya.mp4,phenom,4,,,
uudpaqmrja_hiya.mp4,phenomena,4,100029881,any state or process known through the senses rather than by intuition or reasoning,phenomenon
pvbldfwxxy_hiya.mp4,phenomenologist,4,,,
yw4oglo5yk_hiya.mp4,phenomenology,107,105796501,a philosophical doctrine proposed by Edmund Husserl based on the study of human experience in which considerations of objective reality are not taken into account,phenomenology
a67lcefrfh_hiya.mp4,phenotype,108,104684470,what an organism looks like as a consequence of its genotype; two organisms with the same phenotype can have different genotypes,phenotype
nsrdruxjao_hiya.mp4,pheromone,4,114001642,a chemical substance secreted externally by some animals (especially insects) that influences the physiology or behavior of other animals of the same species,pheromone
jzitqdnkzq_hiya.mp4,phew,4,,,
est1vlb3yb_hiya.mp4,phial,4,103775408,a small bottle that contains a drug (especially a sealed sterile container for injection by needle),"ampoule, ampul, ampule, phial, vial"
2yvkk8xpny_hiya.mp4,philadelphia,9,108569632,the largest city in Pennsylvania; located in the southeastern part of the state on the Delaware river; site of Independence Hall where the Declaration of Independence and the Constitution were signed; site of the University of Pennsylvania,"City_of_Brotherly_Love, Philadelphia"
j6q35pwbbw_hiya.mp4,philander,4,202514112,"have amorous affairs; of men; ""He has been womanizing for years""","philander, womanise, womanize"
4wtilgpej6_hiya.mp4,philanderer,4,110085743,a man who likes many women and has short sexual relationships with them,"philanderer, womaniser, womanizer"
t8cihol1z4_hiya.mp4,philanthropic,4,300354521,"generous in assistance to the poor; ""a benevolent contributor""; ""eleemosynary relief""; ""philanthropic contributions""","beneficent, benevolent, eleemosynary, philanthropic"
ylpdmfkf8z_hiya.mp4,philanthropist,4,109746404,someone who makes charitable donations intended to increase human well-being,"altruist, philanthropist"
bkkzl687wp_hiya.mp4,philanthropy,70,101027468,voluntary promotion of human welfare,"philanthropic_gift, philanthropy"
anlrfczkp0_hiya.mp4,philharmonic,4,302934392,"composing or characteristic of an orchestral group; ""philharmonic players""",philharmonic
geuhhcwovz_hiya.mp4,philidelphia,4,,,
anlzzqppgi_hiya.mp4,philippic,4,106789748,a speech of violent denunciation,"broadside, philippic, tirade"
zmyqa0sdov_hiya.mp4,philippines,73,108423365,an archipelago in the southwestern Pacific including some 7000 islands,"Philippines, Philippine_Islands"
mqtqf24t46_hiya.mp4,philosopher,4,109747669,a specialist in philosophy,philosopher
1fq7f6ih9i_hiya.mp4,philosophic,4,302725674,"of or relating to philosophy or philosophers; ""philosophical writing""; ""a considerable knowledge of philosophical terminology""","philosophic, philosophical"
escwgjtuwr_hiya.mp4,philosophise,4,200610114,reason philosophically,"philosophise, philosophize"
s38rcjtmhl_hiya.mp4,philosophy,107,105788857,the rational investigation of questions about existence and knowledge and ethics,philosophy
sbjdzqmcx9_hiya.mp4,phish,4,,,
vjcfen43a6_hiya.mp4,phishing,108,,,
9mbdgwqrbb_hiya.mp4,phlegmatic,4,300822977,"showing little emotion; ""a phlegmatic...and certainly undemonstrative man""","phlegmatic, phlegmatical"
etor0krbkc_hiya.mp4,phloem,4,112347501,"(botany) tissue that conducts synthesized food substances (e.g., from leaves) to parts where needed; consists primarily of sieve tubes","bast, phloem"
jpqn1ph3me_hiya.mp4,phoenix,4,108495459,the state capital and largest city of Arizona; situated in a former desert that has become a prosperous agricultural center thanks to irrigation,"capital_of_Arizona, Phoenix"
5ixerjccbq_hiya.mp4,phoenix,78,108900386,a legendary Arabian bird said to periodically burn itself to death and emerge from the ashes as a new phoenix; according to most versions only one phoenix lived at a time and it renewed itself every 500 years,Phoenix
i2jk4udjpw_hiya.mp4,phone,,104230828,"electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds; ""I talked to him on the telephone""","phone, telephone, telephone_set"
7l4d4mufnp_hiya.mp4,phone charger,78,,,
czjzvtd7n5_hiya.mp4,phoneme,4,106673907,(linguistics) one of a small set of speech sounds that are distinguished by the speakers of a particular language,phoneme
itqgjmlnnb_hiya.mp4,phooey,4,,,
ucnlzvrbbp_hiya.mp4,photo album,103,,,
onrqjvlaun_hiya.mp4,photocopied,4,,,
otbreuodgg_hiya.mp4,photocopy,104,201645467,"make a replica of; ""copy that drawing""; ""re-create a picture by Rembrandt""","copy, re-create"
10qfmh7dqu_hiya.mp4,photocopy,94,201687131,reproduce by xerography,"photocopy, run_off, xerox"
8otjz3nea8_hiya.mp4,photoelectric,4,302699328,"of or pertaining to photoelectricity; ""the photoelectric effect""","photoelectric, photoelectrical"
eqdzi0lc5v_hiya.mp4,photoengrave,4,,,
fnz6bspxhp_hiya.mp4,photogenic,4,300173705,looking attractive in photographs,photogenic
bnjxw85hkg_hiya.mp4,photograph,4,103777247,a picture of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,"photo, photograph, pic"
rcvqgkazeq_hiya.mp4,photograph,9,200970591,"record on photographic film; ""I photographed the scene of the accident""; ""She snapped a picture of the President""","photograph, shoot, snap"
rshamkkbux_hiya.mp4,photographer,103,109750389,someone who takes photographs professionally,"lensman, photographer"
bs0cmgy6sr_hiya.mp4,photography,9,100849301,the act of taking and printing photographs,"photography, picture_taking"
j95zemkc26_hiya.mp4,photojournalism,4,105884730,journalism that presents a story primarily through the use of pictures,photojournalism
sfqg2w6cdo_hiya.mp4,photojournalist,4,109750820,a journalist who presents a story primarily through the use of photographs,photojournalist
394fiah0e1_hiya.mp4,photoluminescence,75,,,
kvwttpf3uz_hiya.mp4,photon,4,108802416,a quantum of electromagnetic radiation; an elementary particle that is its own antiparticle,photon
rd2zq6mdlk_hiya.mp4,photosensitive,4,302039078,"sensitive to visible light; ""photographic film is light-sensitive""","light-sensitive, photosensitive"
hpufhcqlfz_hiya.mp4,photosynthesis,4,112772971,synthesis of compounds with the aid of radiant energy (especially in plants),photosynthesis
gszhgvlrwo_hiya.mp4,photovoltaic,4,302699200,producing a voltage when exposed to radiant energy (especially light),photovoltaic
vezjs5yjii_hiya.mp4,phrasal,4,302794432,"of or relating to or functioning as a phrase; ""phrasal verb""",phrasal
q8oj9ncpi1_hiya.mp4,phrase,70,105927925,an expression forming a grammatical constituent of a sentence but not containing a finite verb,phrase
6pnrwhivke_hiya.mp4,phrasebook,4,,,
olctjvx3xq_hiya.mp4,phraseology,4,106647071,"the manner in which something is expressed in words; ""use concise military verbiage""- G.S.Patton","choice_of_words, diction, phraseology, phrasing, verbiage, wording"
sjakkjiig9_hiya.mp4,phrenology,4,105689135,a now abandoned study of the shape of skull as indicative of the strengths of different faculties,phrenology
8husudfpbh_hiya.mp4,phroenisis (practical reasoning),107,,,
6qsb6zojii_hiya.mp4,phylogeny,4,112714574,(biology) the sequence of events involved in the evolutionary development of a species or taxonomic group of organisms,"evolution, phylogenesis, phylogeny"
ui1nvek2nl_hiya.mp4,phylum,4,107612079,(linguistics) a large group of languages that are historically related,phylum
gmrrv7c3rb_hiya.mp4,physical,9,300598350,"concerned with material things; ""physical properties""; ""the physical characteristics of the earth""; ""the physical size of a computer""",physical
7z4oed6qrz_hiya.mp4,physical,55,301721046,"involving the body as distinguished from the mind or spirit; ""physical exercise""; ""physical suffering""; ""was sloppy about everything but her physical appearance""",physical
gljyvdiqkq_hiya.mp4,physical,4,500000289,"a medical examination to evaluate whether the body is fit enough for some purpose; ""he couldn't join the military because he failed his physical"", ""before we can let you on the track team, you need to have a physical""",physical
1g31o06p8s_hiya.mp4,physical body,68,104916889,"alternative names for the body of a human being; ""Leonardo studied the human body""; ""he has a strong physique""; ""the spirit is willing but the flesh is weak""","anatomy, bod, build, figure, flesh, form, human_body, material_body, physical_body, physique, shape, soma"
c2mwm57zp2_hiya.mp4,physical characteristics,70,,,
oqwbtzqgoo_hiya.mp4,physical death,68,,,
ciolctnprp_hiya.mp4,physical layer,108,,,
tx4q46paks_hiya.mp4,physical p,55,,,
7ouvjhqtg7_hiya.mp4,physicist,4,109751519,a scientist trained in physics,physicist
n0wj8diu6y_hiya.mp4,physics,4,105727595,the science of matter and energy and their interactions,"natural_philosophy, physical_science, physics"
sdpfo83iap_hiya.mp4,physiologic,4,301722259,"of or consistent with an organism''s normal functioning; ""physiologic functions""; ""physiological processes""","physiologic, physiological"
atzec7orls_hiya.mp4,physiologist,4,109753316,a biologist specializing in physiology,physiologist
mpmmavp3gp_hiya.mp4,physiotherapies,4,100657810,therapy that uses physical agents: exercise and massage and other modalities,"physiatrics, physical_therapy, physiotherapy"
zhjbucgj28_hiya.mp4,physique,4,104735205,constitution of the human body,"body-build, build, habitus, physique"
1q5vbtl2ay_hiya.mp4,pi,102,112977633,the ratio of the circumference to the diameter of a circle,pi
itb9ulbx29_hiya.mp4,pianistic,4,302868799,"skilled at or adapted for the piano; ""pianistic abilities""",pianistic
fn9luc0ybd_hiya.mp4,piano,20,103780029,a stringed instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,"forte-piano, piano, pianoforte"
xh4uiayhqz_hiya.mp4,piano noodle,4,,,
hpezwmxb30_hiya.mp4,picaresque,4,301181146,"involving clever rogues or adventurers especially as in a type of fiction; ""picaresque novels""; ""waifs of the picaresque tradition""; ""a picaresque hero""",picaresque
fpb5g3slcw_hiya.mp4,piccolo,4,103780894,a small flute; pitched an octave above the standard flute,piccolo
zx11djrkou_hiya.mp4,pick,4,107876804,"the best people or things in a group; ""the cream of England''s young men were killed in the Great War""","cream, pick"
vp9csvl2vq_hiya.mp4,pick it up,4,,,
lgxkh6esmf_hiya.mp4,pick nose,76,,,
z55jl7yecp_hiya.mp4,pick off,4,201548883,"pull or pull out sharply; ""pluck the flowers off the bush""","pick_off, pluck, pull_off, tweak"
rdaydszhgx_hiya.mp4,pick on,104,500000258,"repeatedly single someone out for blame, criticism, or unkind treatment; ""stop picking on me!"", ""bullies like to pick on victims who aren't capable of fighting back""",pick_on
s8effyrp3n_hiya.mp4,pick on someone,76,,,
0qkoyjvj5i_hiya.mp4,pick over,4,200654767,"separate or remove; ""The customer picked over the selection""","pick_over, sieve_out"
ywcrdfk28n_hiya.mp4,pick up,104,500000313,"to learn gradually, in bits and pieces; ""I picked up some Spanish when I worked at the Mexican restaurant""",pick_up
q2akrmpokb_hiya.mp4,pick up,4,202238712,"gather or collect; ""You can get the results on Monday""; ""She picked up the children at the day care center""; ""They pick up our trash twice a week""","call_for, collect, gather_up, pick_up"
t2yhek8vrh_hiya.mp4,pick up like a pro,76,,,
bxdrq9kezw_hiya.mp4,pickaback,4,400352871,"on the back or shoulder or astraddle on the hip; ""she carried her child piggyback""","pickaback, pig-a-back, piggyback"
c3ymspjbos_hiya.mp4,picker,4,109754599,someone who gathers crops or fruits etc.,picker
aqha5isyqr_hiya.mp4,picket,104,107718544,a detachment of troops guarding an army from surprise attack,picket
eury9zbjfi_hiya.mp4,picket fence,4,103782093,a fence made of upright pickets,"paling, picket_fence"
0fkmzj2p8x_hiya.mp4,picketer,4,,,
dhkame8ow0_hiya.mp4,pickle,104,107351749,vegetables (especially cucumbers) preserved in brine or vinegar,pickle
btqmcnxvgh_hiya.mp4,pickle,4,200205814,preserve in a pickling liquid,pickle
jnkcofgfvk_hiya.mp4,"pickle (also, pineapple)",9,107351749,vegetables (especially cucumbers) preserved in brine or vinegar,pickle
twbrxcpzwo_hiya.mp4,pickpocket,4,109754992,a thief who steals from the pockets or purses of others in public places,"cutpurse, dip, pickpocket"
0nvicbvtp1_hiya.mp4,pickup,103,201170800,"take up by hand; ""He picked up the book and started to read""",pick_up
vtibwkrdcy_hiya.mp4,pickup,4,500000312,"describing a game (usually basketball) which is started spontaneously by a group of players; ""I went over to the basketball court in hopes of joining a pickup game""",pickup
zabya8kjuw_hiya.mp4,picky,4,300941547,"marked by extreme care in treatment of details; ""a meticulous craftsman""; ""almost worryingly meticulous in his business formalities""","meticulous, picky"
yzefscbguy_hiya.mp4,picnic,104,201132257,"eat alfresco, in the open air; ""We picnicked near the lake on this gorgeous Sunday""",picnic
bu6rabljxi_hiya.mp4,picnicker,4,109755274,a person who is picnicking,"picknicker, picnicker"
i7wwtoq45h_hiya.mp4,pictograph,102,106420684,a graphic character used in picture writing,pictograph
zcdpdzikoo_hiya.mp4,pictorial,4,301879480,"evoking lifelike images within the mind; ""pictorial poetry and prose""; ""graphic accounts of battle""; ""a lifelike portrait""; ""a vivid description""","graphic, lifelike, pictorial, vivid"
syucoif6ks_hiya.mp4,picture,103,103782824,"a visual representation (of an object or scene or person or abstraction) produced on a surface; ""they showed us the pictures of their wedding""; ""a movie is a series of images projected so rapidly that the eye integrates them""","icon, ikon, image, picture"
7soly7wy51_hiya.mp4,picture,4,201589157,"imagine; conceive of; see in one''s mind; ""I can''t see him on horseback!""; ""I can see what will happen""; ""I can see a risk in this strategy""","envision, figure, image, picture, project, see, visualise, visualize"
addglbgcmt_hiya.mp4,picture frame,103,103783509,a framework in which a picture is mounted,picture_frame
cyblft38ws_hiya.mp4,picturesque,4,300220882,"suggesting or suitable for a picture; pretty as a picture; ""a picturesque village""",picturesque
dvmim7zj9p_hiya.mp4,pidgin,4,106481310,an artificial language used for trade between speakers of different languages,pidgin
u5sfzwpocg_hiya.mp4,pie,104,107155805,dish baked in pastry-lined pan often with a pastry top,pie
dspz4vaymz_hiya.mp4,pie formula,8,,,
j1hde8qqss_hiya.mp4,piece of cake,9,100546229,"any undertaking that is easy to do; ""marketing this product will be no picnic""","breeze, child's_play, cinch, duck_soup, picnic, piece_of_cake, pushover, snap, walkover"
s0bec4gaax_hiya.mp4,piecemeal,4,301100120,one thing at a time,"bit-by-bit, in_small_stages, piecemeal, step-by-step, stepwise"
rvjxx8fiul_hiya.mp4,piecewise function,4,,,
iyqbmihfpr_hiya.mp4,piecework,4,100552142,work paid for according to the quantity produced,piecework
ropkfzmxsg_hiya.mp4,pied piper,4,,,
rvookh7yeu_hiya.mp4,piedmont,4,108489558,the plateau between the coastal plain and the Appalachian Mountains: parts of Virginia and North and South Carolina and Georgia and Alabama,Piedmont
qbjcjqgvgu_hiya.mp4,pier,4,103785217,a platform built out from the shore into the water and supported by piles; provides access to ships and boats,"dock, pier, wharf, wharfage"
b6wk5f3ctx_hiya.mp4,pierce,4,201401214,"cut or make a way through; ""the knife cut through the flesh""; ""The path pierced the jungle""; ""Light pierced through the forest""",pierce
fuk2nqivwy_hiya.mp4,pierced ears,104,,,
dzepvavznk_hiya.mp4,piety,12,104598733,righteousness by virtue of being pious,"piety, piousness"
9hqc1yh3or_hiya.mp4,pig,4,102308224,domestic swine,"grunter, hog, pig, squealer, Sus_scrofa"
7mtiahfwdg_hiya.mp4,pigeonhole,4,103030383,a small compartment,"cubbyhole, pigeonhole"
zdv2ijjumh_hiya.mp4,piggies,4,102308494,a young pig,"piggy, piglet, shoat"
